State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362540,1020,628046.8779
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396220,335,413961.275
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362570,168,213086.5944
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396230,107488,158175937.9
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396210,42931,72414096.31
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396215,24403,31388224.69
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396235,21154,28750904.68
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362520,3563,6593600.731
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362571,1690,2467269.461
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362540,881,1471603.429
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396220,371,605000.9333
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362570,145,204133.5563
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396230,147182,231027621.2
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396210,64474,105714782.7
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396215,39682,54371575.12
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396235,30669,42233803.97
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362520,4313,8991943.769
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362571,1576,3597045.1
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362540,977,899273.6645
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396220,481,507453.9523
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362570,221,296096.1217
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396230,205341,336872613.5
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396210,91229,159795360.9
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396215,54969,78880028.9
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396235,42234,62561669.94
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362520,5233,11360873.23
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362571,2903,5648464.118
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362540,1096,1951463.46
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396220,807,1388769.284
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362570,270,291373.5158
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396230,320483,421520724.8
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396210,145955,208892938.2
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396215,112511,105539375
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396235,65730,84032725.74
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362520,7898,12394180.67
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362571,6300,7473792.769
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362540,1409,1601086.846
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396220,1098,1444872.328
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362570,430,470079.739
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396230,229045,389519722.1
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396210,111236,202373380.6
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396215,71495,99056958.42
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396235,47528,75930562.79
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362520,21704,40627554.18
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362571,5655,12129857.25
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362540,1356,2309413.869
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396220,1222,2177268.816
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362570,415,316558.5513
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396230,321026,484826521.3
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396210,144490,226559294.1
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396215,90050,120472135.3
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396235,64662,94795355.51
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362520,9441,17692347.91
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362571,5425,12849978.09
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362540,1792,1826162.003
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396220,1320,1878034.13
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362570,545,571645.5393
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396230,386314,614130571.5
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396210,174763,287041933.9
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396215,105431,153687707.4
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396235,79098,122229526.5
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362520,12820,25672376.29
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362571,6183,17904499.6
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362540,2000,2582867.811
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396220,1891,2859152.612
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362570,471,532626.4298
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396230,441116,671365594.9
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396210,197542,314823912.3
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396215,118443,163946666
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396235,94689,142512717.4
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362520,13048,24718258.58
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362571,7993,17911001.11
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396220,2823,3508391.978
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362540,2496,3515244.918
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362570,429,461582.0538
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396230,501163,685517651.4
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396210,210060,293082598.3
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396215,129647,144719463.2
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396235,105952,133490801.7
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362520,10170,14954548.27
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362571,9711,22168457.79
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362540,3421,4757967.555
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396220,2464,2690937.084
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362570,564,994028.5861
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396230,612080,919516792.6
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396210,240177,396068334.8
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396215,133805,186062492.6
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396235,123353,193598669.8
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362520,11810,20980716.07
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362571,10355,24001049.89
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362540,3765,5593842.167
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396220,2309,2678665.426
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362570,658,1288551.57
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396230,983398,1374632601
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396210,386879,614498158.4
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396215,203349,298144871.5
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396235,195578,308847420.8
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362520,23557,51879988.88
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362571,12306,33140156.79
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396220,6766,8729846.581
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362540,5159,9482020.155
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362570,799,1156036.944
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396230,1012000,1485582191
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396210,436569,706553628
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396215,218763,324695232.2
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396235,206428,339864373.4
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362520,26897,58721427.69
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362571,10526,27398296.96
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396220,8876,12517102.55
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362540,4421,8927650.381
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362570,764,1373009.466
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396230,1116145,1605778312
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396210,483461,729957855.4
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396215,244747,339007704.4
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396235,234748,375901354.2
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362520,22524,54226978.81
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362571,12826,37078042.59
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396220,4968,5114014.401
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362540,4701,7722440.826
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362570,963,2881758.44
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396230,1638554,2161174009
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396210,711442,1004074143
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396215,358966,455842640.1
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396235,340968,512051027.4
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362520,43817,99557825.15
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362571,13815,39646220.35
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396220,13281,15342981.99
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362540,7258,15140901.55
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362570,1369,3109354.195
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396230,2185292,2785135350
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396210,933996,1279955684
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396235,466238,678788229.7
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396215,460444,587732423.5
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362520,56563,126385883
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396220,22713,28100459.07
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362571,20903,59141887.36
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362540,9229,16955560.12
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362570,1707,3643910.11
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396230,2529505,3175914208
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396210,1063029,1377708092
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396235,548668,778923921.3
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396215,542827,662238673.7
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362520,61125,132959887
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396220,23941,28860384.01
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362571,22718,58151281.66
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362540,9142,18522402.2
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362570,1848,3769517.112
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396230,3036361,3510648291
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396210,1265263,1555471671
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396235,669168,874017854.5
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396215,624136,726057284.6
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362520,86725,176999274.6
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396220,34008,40143120.17
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362571,29535,78134342.57
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362540,12175,27561948.54
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362570,2400,6125994.787
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396230,3258977,3694118764
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396210,1611322,1870810815
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396235,740384,907966838.3
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396215,676827,734945405.1
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362520,110894,191476706.8
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396220,29552,33066054.85
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362571,24481,59886035.65
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362540,10546,23234229.71
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362570,2638,5142509.792
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396230,3819682,4120308218
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396210,1522368,1761568435
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396235,870173,1013726733
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396215,785689,825148911.5
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362520,109260,191451170
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396220,36803,42568939.97
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362571,29723,68740047.95
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362540,13387,30385356.51
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362570,2500,5742935.247
delhi,2018,1,110006,2636324,3714139312
delhi,2018,1,110011,490950,754671792.3
delhi,2018,1,110092,195216,333413736.1
delhi,2018,1,110059,162674,267828715.7
delhi,2018,1,110044,136670,200394849.5
delhi,2018,1,110086,108360,143566310.1
delhi,2018,1,110084,105336,139880045.9
delhi,2018,1,110096,105018,161837400.9
delhi,2018,1,110085,93946,174021234.5
delhi,2018,1,110043,93278,144808343.4
delhi,2018,2,110006,3069733,5237594871
delhi,2018,2,110011,579110,1109171855
delhi,2018,2,110092,271265,508731551.2
delhi,2018,2,110059,222069,442940056.4
delhi,2018,2,110044,175649,307557163.6
delhi,2018,2,110086,154443,247002745.7
delhi,2018,2,110096,148029,252561673.5
delhi,2018,2,110085,145585,317608662.5
delhi,2018,2,110084,145583,230775723.5
delhi,2018,2,110009,133952,226437628.8
delhi,2018,3,110006,7198882,9029499185
delhi,2018,3,110011,812288,1413528411
delhi,2018,3,110092,501827,749989156.4
delhi,2018,3,110059,361774,646462347.3
delhi,2018,3,110085,306100,512968658
delhi,2018,3,110009,302774,337973514.4
delhi,2018,3,110096,290687,378809324.7
delhi,2018,3,110044,272986,459575154.9
delhi,2018,3,110017,258015,352574250.9
delhi,2018,3,110086,245945,358303967.5
delhi,2018,4,110006,7532374,11605568511
delhi,2018,4,110011,1004469,1831113486
delhi,2018,4,110092,914584,1110500735
delhi,2018,4,110085,740562,742723940.4
delhi,2018,4,110096,736161,612895056.8
delhi,2018,4,110059,719812,986887698.8
delhi,2018,4,110009,564839,493331394.9
delhi,2018,4,110044,534021,705540529.6
delhi,2018,4,110086,483356,559443729.2
delhi,2018,4,110084,444895,498314622.2
delhi,2019,1,110006,10251048,13201959766
delhi,2019,1,110011,6689740,9632804730
delhi,2019,1,110092,1338865,1491547287
delhi,2019,1,110096,1147179,942411471.2
delhi,2019,1,110059,1102256,1353649564
delhi,2019,1,110044,911319,992029881.6
delhi,2019,1,110085,897857,1004048654
delhi,2019,1,110009,784279,667132914.3
delhi,2019,1,110086,716724,793361296.2
delhi,2019,1,110084,665598,672267841.4
delhi,2019,2,110011,20001452,31366326748
delhi,2019,2,110006,5952051,9212997949
delhi,2019,2,110092,1447420,1699242347
delhi,2019,2,110059,1253433,1644775348
delhi,2019,2,110096,1135062,1082885033
delhi,2019,2,110009,898421,797946868.6
delhi,2019,2,110085,880534,1078187905
delhi,2019,2,110044,854696,1047982166
delhi,2019,2,110084,761728,787872356.5
delhi,2019,2,110086,743531,949262913.5
delhi,2019,3,110011,20159577,36968948005
delhi,2019,3,110006,6299017,10912628366
delhi,2019,3,110092,2006597,2258924175
delhi,2019,3,110059,1788522,2253162584
delhi,2019,3,110096,1488979,1427478231
delhi,2019,3,110009,1268184,1094109976
delhi,2019,3,110044,1189402,1394782341
delhi,2019,3,110085,1143433,1473510184
delhi,2019,3,110084,1090367,1088711860
delhi,2019,3,110086,1020400,1300031393
delhi,2019,4,110011,22861243,44827058150
delhi,2019,4,110006,8368797,15084559201
delhi,2019,4,110092,2272569,2702136897
delhi,2019,4,110059,1984491,2741932678
delhi,2019,4,110001,1849024,3191582303
delhi,2019,4,110096,1674228,1768512485
delhi,2019,4,110009,1382755,1206710373
delhi,2019,4,110044,1326108,1772763520
delhi,2019,4,110084,1232175,1264237272
delhi,2019,4,110085,1210245,1750799876
delhi,2020,1,110006,19881142,34803706848
delhi,2020,1,110001,13167147,27716426761
delhi,2020,1,110092,2246745,2823169243
delhi,2020,1,110059,2017770,2959094976
delhi,2020,1,110096,1688246,1871584508
delhi,2020,1,110044,1390523,1922874549
delhi,2020,1,110009,1380723,1274244659
delhi,2020,1,110084,1309355,1389601330
delhi,2020,1,110086,1195886,1853976915
delhi,2020,1,110085,1143958,1865166271
delhi,2020,2,110006,14401400,26006450223
delhi,2020,2,110001,9780539,21370003546
delhi,2020,2,110059,2139941,3106872097
delhi,2020,2,110092,1562004,2182879654
delhi,2020,2,110096,1551398,1650561683
delhi,2020,2,110044,1481070,1868445424
delhi,2020,2,110086,1425918,1945806083
delhi,2020,2,110084,1182392,1341676546
delhi,2020,2,110043,1097029,1679247772
delhi,2020,2,110042,1024179,1489023979
delhi,2020,3,110006,27731187,53768475791
delhi,2020,3,110001,11598940,25361403336
delhi,2020,3,110059,2674239,4417666366
delhi,2020,3,110092,2031141,3182611927
delhi,2020,3,110096,1923493,2318443412
delhi,2020,3,110044,1896683,2685180754
delhi,2020,3,110086,1744045,2969194473
delhi,2020,3,110085,1483956,2736097760
delhi,2020,3,110043,1396108,2434306758
delhi,2020,3,110084,1373338,1948942319
delhi,2020,4,110006,24969702,48831647275
delhi,2020,4,110001,11221269,23683912774
delhi,2020,4,110059,3799438,6329566157
delhi,2020,4,110092,3221230,4899618246
delhi,2020,4,110096,2718700,3438345040
delhi,2020,4,110044,2649861,3913817688
delhi,2020,4,110086,2341470,4223424733
delhi,2020,4,110085,2068385,3843461575
delhi,2020,4,110084,2050059,2865234908
delhi,2020,4,110043,1917099,3480992954
delhi,2021,1,110006,46104924,76683904356
delhi,2021,1,110001,22666307,39323613370
delhi,2021,1,110059,3737331,6348263610
delhi,2021,1,110092,3556986,5257050588
delhi,2021,1,110096,2839758,3612504308
delhi,2021,1,110044,2645743,3938469447
delhi,2021,1,110086,2287534,4240411611
delhi,2021,1,110084,2162372,2985492472
delhi,2021,1,110025,2149774,2920917417
delhi,2021,1,110085,2084799,3980312902
delhi,2021,2,110006,54888173,88849307062
delhi,2021,2,110001,27812030,47085593042
delhi,2021,2,110059,4052872,6828937674
delhi,2021,2,110092,3163351,4866794837
delhi,2021,2,110044,2832954,4116839483
delhi,2021,2,110096,2782115,3579728478
delhi,2021,2,110086,2638400,4600117753
delhi,2021,2,110084,2220724,3106104151
delhi,2021,2,110043,2144919,3831289083
delhi,2021,2,110094,2055104,4068426802
delhi,2021,3,110006,77515502,1.17512E+11
delhi,2021,3,110001,37098256,58772291725
delhi,2021,3,110059,5085859,8604119137
delhi,2021,3,110092,4717758,6986398684
delhi,2021,3,110044,3751590,5383137560
delhi,2021,3,110096,3708201,4715948101
delhi,2021,3,110086,3291024,5909926858
delhi,2021,3,110025,2992099,4083552201
delhi,2021,3,110084,2951800,4093050256
delhi,2021,3,110085,2936940,5522652836
delhi,2021,4,110006,96850347,1.52021E+11
delhi,2021,4,110001,45632512,75082085295
delhi,2021,4,110059,5943757,10518242489
delhi,2021,4,110092,5571112,8499318005
delhi,2021,4,110044,4462678,6696444242
delhi,2021,4,110096,4227391,5949257363
delhi,2021,4,110025,3961746,5551790404
delhi,2021,4,110086,3930362,7373955799
delhi,2021,4,110084,3455659,5003762511
delhi,2021,4,110085,3441469,6668420149
delhi,2022,1,110006,112708284,1.70855E+11
delhi,2022,1,110001,53611907,85366127463
delhi,2022,1,110059,6517564,11297429691
delhi,2022,1,110092,5941201,9009246553
delhi,2022,1,110044,4830269,7219702544
delhi,2022,1,110096,4584596,6478571783
delhi,2022,1,110025,4301886,5948489833
delhi,2022,1,110086,4286737,8020809205
delhi,2022,1,110084,3775690,5458246572
delhi,2022,1,110041,3769917,7362518722
delhi,2022,2,110006,139136098,2.0027E+11
delhi,2022,2,110001,66110858,99696334337
delhi,2022,2,110059,7911848,13229721981
delhi,2022,2,110092,7653561,10718218989
delhi,2022,2,110044,5867922,8271727767
delhi,2022,2,110096,5775974,7492470882
delhi,2022,2,110025,5619553,7230302953
delhi,2022,2,110086,5076095,9266499934
delhi,2022,2,110084,4608613,6338184325
delhi,2022,2,110085,4554877,8379282455
delhi,2022,3,110006,222465526,2.94133E+11
delhi,2022,3,110001,28526787,37616195388
delhi,2022,3,110011,8581845,11865281419
delhi,2022,3,110059,7992943,13036442355
delhi,2022,3,110092,7839965,10701975487
delhi,2022,3,110091,7698720,10627800098
delhi,2022,3,110041,6489117,11438042922
delhi,2022,3,110044,6061206,8284650031
delhi,2022,3,110096,5849855,7406065685
delhi,2022,3,110025,5742673,7179824597
delhi,2022,4,110006,258183697,3.49487E+11
delhi,2022,4,110001,20480539,26584239117
delhi,2022,4,110091,9548765,13433850052
delhi,2022,4,110059,8586883,14036923423
delhi,2022,4,110092,8283981,11402306753
delhi,2022,4,110025,6561517,7929218429
delhi,2022,4,110044,6470704,8894791105
delhi,2022,4,110041,6313451,11528807332
delhi,2022,4,110096,6216504,8186001224
delhi,2022,4,110086,5461785,9854330086
goa,2018,1,403401,9837,17568338.8
goa,2018,1,403722,9744,11322633.1
goa,2018,1,403001,9291,25097908.12
goa,2018,1,403516,8665,20955481.73
goa,2018,1,403601,7816,15253400.13
goa,2018,1,403802,5727,15622484.68
goa,2018,1,403507,5612,11326760.33
goa,2018,1,403521,5338,9688097.037
goa,2018,1,403005,4803,7997260.16
goa,2018,1,403804,4750,6591109.623
goa,2018,2,403001,14264,42305543.14
goa,2018,2,403722,14234,21311964.08
goa,2018,2,403401,12720,24033686.04
goa,2018,2,403601,12610,25616691.08
goa,2018,2,403516,11029,31197737.22
goa,2018,2,403802,8562,22358630.09
goa,2018,2,403507,8020,16272457.98
goa,2018,2,403521,7639,17220070.15
goa,2018,2,403804,6900,11804389.77
goa,2018,2,403005,5665,11613049.9
goa,2018,3,403722,22917,33996326.91
goa,2018,3,403001,22113,65175719.32
goa,2018,3,403601,17903,40436318.02
goa,2018,3,403401,16296,32348257.54
goa,2018,3,403516,14608,40797130.68
goa,2018,3,403521,11974,24385856.6
goa,2018,3,403507,11946,24276446.7
goa,2018,3,403802,11877,35494034.95
goa,2018,3,403710,10563,13827083.06
goa,2018,3,403804,8901,15925722.27
goa,2018,4,403722,35544,50505207.29
goa,2018,4,403001,32336,92617451.54
goa,2018,4,403516,28227,80392196.08
goa,2018,4,403601,26619,61260100.2
goa,2018,4,403401,25089,52196415.08
goa,2018,4,403521,18212,42707960.51
goa,2018,4,403507,17757,39324040.13
goa,2018,4,403802,16922,45556297.05
goa,2018,4,403710,14586,20619676.6
goa,2018,4,403515,12864,36191963.11
goa,2019,1,403722,52100,65683966.68
goa,2019,1,403516,49429,120568641
goa,2019,1,403001,48157,117126419.8
goa,2019,1,403601,40500,72041015.08
goa,2019,1,403401,34688,69409662.84
goa,2019,1,403507,25462,54691868.08
goa,2019,1,403521,24945,51936751.32
goa,2019,1,403802,23939,57966580.45
goa,2019,1,403710,19391,25831797.92
goa,2019,1,403515,18550,50212250.02
goa,2019,2,403516,57502,140158213.8
goa,2019,2,403001,50187,132034209.7
goa,2019,2,403722,46052,69733882.08
goa,2019,2,403601,44713,84650318.23
goa,2019,2,403401,35486,73280500.61
goa,2019,2,403802,26923,62896772.91
goa,2019,2,403521,26720,60016280.45
goa,2019,2,403507,26362,55923459.27
goa,2019,2,403005,22682,46886341.52
goa,2019,2,403515,19989,53445689.19
goa,2019,3,403001,76717,190634992.8
goa,2019,3,403516,72782,153953785.3
goa,2019,3,403601,65384,112165356.5
goa,2019,3,403722,58525,81441507.54
goa,2019,3,403401,53766,100238324.2
goa,2019,3,403521,43429,77069541.93
goa,2019,3,403507,39517,70585529.42
goa,2019,3,403802,38669,80096433.45
goa,2019,3,403515,27668,61086760.88
goa,2019,3,403005,27014,66619911.02
goa,2019,4,403516,135378,292464329.4
goa,2019,4,403001,106136,274328742.6
goa,2019,4,403601,82485,154011504.6
goa,2019,4,403722,69794,101338410.8
goa,2019,4,403401,67906,126015374
goa,2019,4,403521,62840,110927788.7
goa,2019,4,403507,55086,106950656.2
goa,2019,4,403802,47438,99171215.86
goa,2019,4,403515,45767,103157548.6
goa,2019,4,403509,44608,88622164.2
goa,2020,1,403516,191898,368233388
goa,2020,1,403001,181964,419066205
goa,2020,1,403601,92215,169975147.6
goa,2020,1,403401,87357,151470379
goa,2020,1,403722,77810,107097598.4
goa,2020,1,403521,74055,124787715.8
goa,2020,1,403507,66856,120959303.6
goa,2020,1,403515,59435,129517497
goa,2020,1,403509,59406,109711951.4
goa,2020,1,403802,58884,120845363.6
goa,2020,2,403001,104077,201722910.3
goa,2020,2,403401,82301,131689536.4
goa,2020,2,403601,81918,132438816.3
goa,2020,2,403722,74903,96657133
goa,2020,2,403802,61104,118807661.7
goa,2020,2,403507,59280,90142313.17
goa,2020,2,403521,53506,69189469.46
goa,2020,2,403710,42485,54164312.09
goa,2020,2,403512,37359,50467381.81
goa,2020,2,403516,36500,49911400.73
goa,2020,3,403001,290028,642201696.1
goa,2020,3,403601,108610,201400826.6
goa,2020,3,403401,102498,187564533.4
goa,2020,3,403722,98151,137838508.5
goa,2020,3,403802,82424,169072236.6
goa,2020,3,403507,72366,123686880.7
goa,2020,3,403521,55838,87669159.9
goa,2020,3,403710,49056,66953740.99
goa,2020,3,403801,47326,88705938.66
goa,2020,3,403512,39780,64358559.46
goa,2020,4,403001,442303,1003262763
goa,2020,4,403516,341199,647782223.5
goa,2020,4,403601,185424,336967381.8
goa,2020,4,403401,163622,298007827.7
goa,2020,4,403722,158787,207336070.8
goa,2020,4,403802,140557,255249103.4
goa,2020,4,403507,127715,227370371.4
goa,2020,4,403509,122477,216907309.7
goa,2020,4,403518,109287,204571207
goa,2020,4,403521,108192,198701199
goa,2021,1,403001,900379,1813311525
goa,2021,1,403516,608783,1124876182
goa,2021,1,403509,219443,342997313.3
goa,2021,1,403601,216236,392116727.1
goa,2021,1,403518,198518,343463927.7
goa,2021,1,403401,194115,355392238.3
goa,2021,1,403515,174697,370042392.8
goa,2021,1,403722,171177,217740794.9
goa,2021,1,403802,159496,283329944.4
goa,2021,1,403507,154751,292443367.6
goa,2021,2,403001,1001588,1763922716
goa,2021,2,403601,223522,384320497.4
goa,2021,2,403401,221939,398131964.4
goa,2021,2,403516,193862,342436816.4
